FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv,elapsed_s
75,475998064459,747.5781,747,1078,-68.77,697,0.7,150,01_raw_frames\frame_0075.csv,02_lde_aligned\frame_0075_aligned.csv,7.40004475687663
76,482387861776,747.1562,747,1022,-64.94,697,0.7,150,01_raw_frames\frame_0076.csv,02_lde_aligned\frame_0076_aligned.csv,7.50004534088917
77,488777659567,753.875,753,1056,-63.27,703,0.7,150,01_raw_frames\frame_0077.csv,02_lde_aligned\frame_0077_aligned.csv,7.60004593231984
78,495167456837,752.2187,752,1017,-63.26,702,0.7,150,01_raw_frames\frame_0078.csv,02_lde_aligned\frame_0078_aligned.csv,7.70004651559683
79,501557254529,748.3281,748,1159,-65.78,698,0.7,150,01_raw_frames\frame_0079.csv,02_lde_aligned\frame_0079_aligned.csv,7.80004710547814
80,507947051722,747.0625,747,1170,-69.02,697,0.7,150,01_raw_frames\frame_0080.csv,02_lde_aligned\frame_0080_aligned.csv,7.90004768755008
81,514336849426,750.5625,750,967,-64.28,700,0.7,150,01_raw_frames\frame_0081.csv,02_lde_aligned\frame_0081_aligned.csv,8.00004827761919
82,520726646574,746.9375,746,1057,-62.69,696,0.7,150,01_raw_frames\frame_0082.csv,02_lde_aligned\frame_0082_aligned.csv,8.10004885898688
83,527116444161,750.3125,750,1040,-65.38,700,0.7,150,01_raw_frames\frame_0083.csv,02_lde_aligned\frame_0083_aligned.csv,8.20004944722493
84,533506241250,745.5,745,957,-62.94,695,0.7,150,01_raw_frames\frame_0084.csv,02_lde_aligned\frame_0084_aligned.csv,8.30005002766927
85,539896038798,748.125,748,1071,-64.2,698,0.7,150,01_raw_frames\frame_0085.csv,02_lde_aligned\frame_0085_aligned.csv,8.40005061529697
86,546285836329,751.1719,751,1079,-64.08,701,0.7,150,01_raw_frames\frame_0086.csv,02_lde_aligned\frame_0086_aligned.csv,8.50005120265863
87,552675633319,754.25,754,1011,-63.73,704,0.7,150,01_raw_frames\frame_0087.csv,02_lde_aligned\frame_0087_aligned.csv,8.60005178155361
88,559065430752,746.7656,746,1226,-68.42,696,0.7,150,01_raw_frames\frame_0088.csv,02_lde_aligned\frame_0088_aligned.csv,8.70005236738156
89,565455169280,746.7812,746,1143,-69.23,696,0.7,150,01_raw_frames\frame_0089.csv,02_lde_aligned\frame_0089_aligned.csv,8.8000520313439
90,571845025074,746.9219,746,1058,-63.32,696,0.7,150,01_raw_frames\frame_0090.csv,02_lde_aligned\frame_0090_aligned.csv,8.90005353052384
91,578234821940,746.9062,746,1025,-66.96,696,0.7,150,01_raw_frames\frame_0091.csv,02_lde_aligned\frame_0091_aligned.csv,9.00005410747822
92,584624619334,747.3594,747,1035,-63.2,697,0.7,150,01_raw_frames\frame_0092.csv,02_lde_aligned\frame_0092_aligned.csv,9.10005469269581
93,591014416610,745.9531,745,1008,-65.46,695,0.7,150,01_raw_frames\frame_0093.csv,02_lde_aligned\frame_0093_aligned.csv,9.20005527606671
94,597404155099,746.8281,746,956,-64.43,696,0.7,150,01_raw_frames\frame_0094.csv,02_lde_aligned\frame_0094_aligned.csv,9.3000549394187
95,603794010758,752.0625,752,934,-61.65,702,0.7,150,01_raw_frames\frame_0095.csv,02_lde_aligned\frame_0095_aligned.csv,9.40005643648588
96,610183807486,750.1875,750,942,-61.47,700,0.7,150,01_raw_frames\frame_0096.csv,02_lde_aligned\frame_0096_aligned.csv,9.50005701128055
97,616573604716,740.1562,740,1288,-71.34,690,0.7,150,01_raw_frames\frame_0097.csv,02_lde_aligned\frame_0097_aligned.csv,9.60005759393154
98,622963401990,747.7187,747,1100,-68.27,697,0.7,150,01_raw_frames\frame_0098.csv,02_lde_aligned\frame_0098_aligned.csv,9.70005817727113
99,629353140244,750.9062,750,1049,-62.62,700,0.7,150,01_raw_frames\frame_0099.csv,02_lde_aligned\frame_0099_aligned.csv,9.80005783694536
100,635742995833,749,749,1290,-75.28,699,0.7,150,01_raw_frames\frame_0100.csv,02_lde_aligned\frame_0100_aligned.csv,9.90005933291704
101,642132792394,752.7656,752,1485,-75.3,702,0.7,150,01_raw_frames\frame_0101.csv,02_lde_aligned\frame_0101_aligned.csv,10.0000599050982
102,648522589458,747.5,747,923,-61.99,697,0.7,150,01_raw_frames\frame_0102.csv,02_lde_aligned\frame_0102_aligned.csv,10.1000604851512
103,654912386520,749.5937,749,930,-62.95,699,0.7,150,01_raw_frames\frame_0103.csv,02_lde_aligned\frame_0103_aligned.csv,10.200061065173
104,661302183492,752.4062,752,1666,-80.26,702,0.7,150,01_raw_frames\frame_0104.csv,02_lde_aligned\frame_0104_aligned.csv,10.3000616437863
105,667691921736,748.0469,748,1074,-69.43,698,0.7,150,01_raw_frames\frame_0105.csv,02_lde_aligned\frame_0105_aligned.csv,10.400061303304
106,674081777011,748.2656,748,924,-61.67,698,0.7,150,01_raw_frames\frame_0106.csv,02_lde_aligned\frame_0106_aligned.csv,10.5000627943616
107,680471573998,750.2344,750,1022,-63.43,700,0.7,150,01_raw_frames\frame_0107.csv,02_lde_aligned\frame_0107_aligned.csv,10.6000633732096
108,686861311974,751.1094,751,1573,-78.55,701,0.7,150,01_raw_frames\frame_0108.csv,02_lde_aligned\frame_0108_aligned.csv,10.7000630285332
109,693251167314,746.2969,746,1114,-63.75,696,0.7,150,01_raw_frames\frame_0109.csv,02_lde_aligned\frame_0109_aligned.csv,10.800064520608
110,699640964180,751.9687,751,1243,-69.15,701,0.7,150,01_raw_frames\frame_0110.csv,02_lde_aligned\frame_0110_aligned.csv,10.9000650975623
111,706030760583,744.0625,744,1213,-71,694,0.7,150,01_raw_frames\frame_0111.csv,02_lde_aligned\frame_0111_aligned.csv,11.0000656672708
112,712420557394,752.7656,752,1352,-75.07,702,0.7,150,01_raw_frames\frame_0112.csv,02_lde_aligned\frame_0112_aligned.csv,11.1000662433644
113,718810354231,752.0312,752,1039,-65.25,702,0.7,150,01_raw_frames\frame_0113.csv,02_lde_aligned\frame_0113_aligned.csv,11.2000668198649
114,725200151020,750.9531,750,969,-63.5,700,0.7,150,01_raw_frames\frame_0114.csv,02_lde_aligned\frame_0114_aligned.csv,11.3000673956142
115,731589888935,744.3281,744,928,-61.96,694,0.7,150,01_raw_frames\frame_0115.csv,02_lde_aligned\frame_0115_aligned.csv,11.4000670499831
116,737979744092,747.6719,747,1172,-67.55,697,0.7,150,01_raw_frames\frame_0116.csv,02_lde_aligned\frame_0116_aligned.csv,11.500068539194
117,744369540842,752.4375,752,991,-64.76,702,0.7,150,01_raw_frames\frame_0117.csv,02_lde_aligned\frame_0117_aligned.csv,11.6000691143329
118,750759278712,749.8906,749,1053,-68.61,699,0.7,150,01_raw_frames\frame_0118.csv,02_lde_aligned\frame_0118_aligned.csv,11.7000687679975
119,757149133824,750.7031,750,1017,-66.77,700,0.7,150,01_raw_frames\frame_0119.csv,02_lde_aligned\frame_0119_aligned.csv,11.8000702565042
120,763538930527,749.3594,749,1136,-68.13,699,0.7,150,01_raw_frames\frame_0120.csv,02_lde_aligned\frame_0120_aligned.csv,11.9000708309076
121,769928668332,745.5937,745,985,-64.92,695,0.7,150,01_raw_frames\frame_0121.csv,02_lde_aligned\frame_0121_aligned.csv,12.0000704835549
122,776318523375,750.3281,750,940,-62.42,700,0.7,150,01_raw_frames\frame_0122.csv,02_lde_aligned\frame_0122_aligned.csv,12.1000719709817
123,782708319997,747.5,747,2002,-84.23,697,0.7,150,01_raw_frames\frame_0123.csv,02_lde_aligned\frame_0123_aligned.csv,12.2000725441175
124,789098057764,751.6094,751,993,-65.11,701,0.7,150,01_raw_frames\frame_0124.csv,02_lde_aligned\frame_0124_aligned.csv,12.3000721961701
125,795487912750,747.0469,747,1058,-66.59,697,0.7,150,01_raw_frames\frame_0125.csv,02_lde_aligned\frame_0125_aligned.csv,12.4000736827048
126,801877709336,751.0781,751,1056,-66.27,701,0.7,150,01_raw_frames\frame_0126.csv,02_lde_aligned\frame_0126_aligned.csv,12.5000742552772
127,808267447017,746.7812,746,963,-63.45,696,0.7,150,01_raw_frames\frame_0127.csv,02_lde_aligned\frame_0127_aligned.csv,12.6000739059839
128,814657301921,749.2344,749,811,-66.88,699,0.7,150,01_raw_frames\frame_0128.csv,02_lde_aligned\frame_0128_aligned.csv,12.7000753912354
129,821047097963,745.8594,745,746,-65.71,695,0.7,150,01_raw_frames\frame_0129.csv,02_lde_aligned\frame_0129_aligned.csv,12.8000759552941
130,827436894468,748.125,748,778,-66.04,698,0.7,150,01_raw_frames\frame_0130.csv,02_lde_aligned\frame_0130_aligned.csv,12.9000765265988
