taps_from_fp,transition_1_to_2,transition_2_to_3,transition_3_to_4,transition_4_to_5,transition_5_to_6,transition_6_to_7,transition_7_to_8,transition_8_to_9,transition_9_to_10,transition_10_to_11,transition_11_to_12,transition_12_to_13,transition_13_to_14,transition_14_to_15,transition_15_to_16,transition_16_to_17
62,0.744057029183984,1.13348494770587,0.948360046114092,1.07980683588573,0.724761186104379,0.339269410595074,0.452708623896208,0.991640208225457,0.102769549862699,0.428172795560329,0.396254250196993,0.984035611091379,0.0578146306833965,1.15475862217961,1.1350685452631,0.886973944206666
62.5,0.713857770231787,1.12139570158275,0.959990925838906,1.08891191641421,0.688270564669627,0.362345959720977,0.473046800501253,0.987565820205553,0.129441337733695,0.421791279016039,0.445822542126715,1.00301905273251,0.0590588907768548,1.1616530682398,1.13116155121165,0.890496835035587
63,0.689758904430964,1.08923545542775,0.944602530519512,1.07567193983753,0.610396443728337,0.373053479618101,0.488714490164507,0.959582621308649,0.145822707137952,0.425177426357949,0.456751402655114,0.987631603378004,0.0684067389808666,1.07550452664864,1.02636368925235,0.850199523930129
63.5,0.519447436945883,0.834630968877844,0.818994999314863,0.973809046552066,0.561086885282523,0.344997558100452,0.398871398498816,0.816465325961664,0.122404632612799,0.369028494778213,0.413137028091426,0.840798717318147,0.0712809137028398,0.8703785219163,0.845718560534739,0.733046228551758
64,0.340497227721441,0.560427037412253,0.640336569976694,0.787645474020831,0.400875396050301,0.244930560425626,0.312703103776789,0.639114522808272,0.0827124558626074,0.291048015850986,0.317235192326144,0.655410083912025,0.0761141531610841,0.607507280435435,0.594341561276049,0.487323116238798
64.5,0.162521166587719,0.259049375154576,0.296492899021945,0.414929253630477,0.202605674738153,0.141396735495679,0.19973872826276,0.344977506052035,0.00921613343044897,0.140380399320262,0.139858543029608,0.344428546574138,0.0174815684946769,0.349932302067351,0.294141258956196,0.250623465414659
65,0.00950014883505161,0.0791736373823322,0.0797078154054363,0.138047343592592,0.103687076408292,0.00801858209745879,0.104958719530952,0.145359507691381,0.0913955093058898,0.00783950258506092,0.0597660586588784,0.14844388157728,0.0567489924331382,0.126694577936209,0.0536279992648208,0.162686591350558
65.5,0.0775666214390296,0.123161949574793,0.0997036809473186,0.118090817342668,0.0383004879057119,0.117587140213903,0.100889373104233,0.143797436731353,0.0750275253669538,0.0224231285819956,0.045401123392567,0.132712658650913,0.0444857094715112,0.0751107601657638,0.134570461115966,0.234014097036423
66,0.154943565403219,0.160551261040068,0.138870471365516,0.189250617004106,0.118147805894461,0.0882677894873723,0.0595386556153045,0.210373312383788,0.0919295582879281,0.00754311196052366,0.0407134105252745,0.161981127509715,0.0835485593202325,0.144341898029078,0.13536166107639,0.139616937339368
66.5,0.322000546655104,0.338646362854984,0.239655756130786,0.363927124865999,0.175886314274411,0.0996237254992374,0.130605445507091,0.331242739585906,0.0615604002124909,0.125202065330067,0.152977469414047,0.305589967931032,0.0636917797032513,0.336774433823838,0.330231708273235,0.185675768847146
67,0.510117017250537,0.619902067736018,0.433108551296666,0.613893430468142,0.35695368023335,0.186933419624544,0.208993563797449,0.53075089521322,0.0755615184865682,0.23794290762604,0.285010128642077,0.493970211399902,0.0844411708768727,0.631495137639731,0.651096225752585,0.46550513943856
67.5,0.714056621604781,1.018972044,0.795324946600848,0.90643152250814,0.580192013696583,0.311288511258534,0.322984906694188,0.825395991988369,0.132717871261259,0.314899651511224,0.421452707599862,0.769665243725434,0.053597008896202,0.96639633798016,0.985836255313241,0.763415530807177
68,0.919945691603562,1.39978056835499,1.14584650212758,1.20009390088916,0.766806878481836,0.408758677451564,0.45467229051067,1.1437165189808,0.212024780110824,0.388657985419704,0.530497597551306,1.02980703518975,0.0558575937219325,1.34734167949778,1.34404314152597,1.08254408924628
68.5,1.06455928488684,1.67905163354297,1.43602228442599,1.50011787754883,0.929368876991026,0.510093059859229,0.599996792078569,1.36897040614649,0.252271757553257,0.510512994715443,0.594886086389105,1.25251717615996,0.0332636909610103,1.62703198541666,1.60103851638637,1.32506538533795
69,1.21439839421836,1.94287682613411,1.69174277409557,1.78673965615817,1.08116231534249,0.568388464573085,0.713022462345352,1.57561756994805,0.291801075537369,0.621024930149016,0.693000832514789,1.49070745661113,0.0274500004940572,1.81509385240355,1.74261537000464,1.49464244886376
69.5,1.30034058285035,2.11547817207834,1.81099837591539,2.01803337426488,1.20754470309634,0.656152136840069,0.859052491672444,1.75773649883668,0.280556706572821,0.729801042099024,0.83879388914627,1.70627202120909,0.0265355128408547,1.96172142062279,1.90646924519,1.64678140911706
70,1.39937291443854,2.29821846214456,1.93194804471437,2.20432640936003,1.33353104235454,0.698253530277512,0.985153126820752,1.96981693961189,0.312114406853974,0.807290204231948,0.925335585614381,1.92493465509827,0.067992467121338,2.13327227551393,2.08689434405699,1.8218763082676
70.5,1.46844986813512,2.36187223135139,2.02047664706937,2.30835987401773,1.38728111760359,0.718381948696843,1.04976942219388,2.12085497229806,0.350596527636876,0.809321944759845,0.920374983379525,1.97994982938305,0.0375767256386454,2.21598267329211,2.16684560451662,1.9056035747747
71,1.55182703271872,2.41489820132632,2.06054722883964,2.34127495463543,1.35659646337385,0.791833019283424,1.09285892877939,2.17102910288262,0.321396072593187,0.867854714929005,0.911403083763487,1.97018044274425,0.0486174158822125,2.22991448805057,2.16510172089898,1.83533275838591
71.5,1.38097442822771,2.17059045596485,1.89175214344068,2.14396581050759,1.37224551316735,0.719532024031954,0.935111576662453,2.02174534512768,0.375912805742615,0.759347818310354,0.899360556157031,1.82325327109708,0.0342300615721645,2.11259111350023,2.02892733552639,1.77949879823763
72,1.21097846454087,1.93816720787373,1.7159417186493,1.91537335328962,1.1566124689679,0.645242743878604,0.860404468108614,1.84649628138569,0.378401454478005,0.680290738508181,0.840605057755907,1.664346002188,0.0349474329705048,1.92824588508345,1.83723199560178,1.56971299464138
72.5,1.00699317776774,1.69060958267327,1.53417859040723,1.67575208936631,1.02682564378035,0.594718490002692,0.712207274356996,1.58001204715052,0.37180064940025,0.562644676205962,0.751613807969661,1.46715743331384,0.048497250024704,1.65625700257312,1.61502961859826,1.39226099441099
73,0.934284729713946,1.57890332744778,1.44359929198712,1.52434916170624,0.923257021317827,0.424516106306603,0.629014180426771,1.44023150068964,0.407439768972774,0.456040298617006,0.660110256088541,1.36447426144864,0.118239319998304,1.42809011152366,1.40515596361021,1.25240949970152
73.5,0.772463867016041,1.26021326552732,1.16231893001916,1.22699574877032,0.733012423926679,0.385767605940302,0.588428120488125,1.16054643166729,0.242823118658956,0.35148851054555,0.492281542236488,1.0942932686523,0.119434173856728,1.13837432130706,1.20906952167108,1.0801380230061
74,0.631276054559871,0.958054260766933,0.888344839020245,0.960426478195015,0.61743047441402,0.158808581434213,0.452439163755666,0.928641335923868,0.191299585261995,0.220844547498289,0.36319923518985,0.845721005252574,0.121526548562885,0.818891481036488,0.903626103114052,0.839652789234167
74.5,0.365882175647827,0.55555066337185,0.525574229766754,0.661414259292198,0.416219480639565,0.0564723144447803,0.313635322040722,0.57983554366138,0.0831435504040616,0.164322140977176,0.217285786854025,0.554127994236571,0.122422837161666,0.528755427040889,0.64000062251628,0.560570584771466
75,0.105876422606402,0.209161497574218,0.229395281108085,0.418164328963524,0.330467414369564,0.0204528695540763,0.100006545694344,0.285379601998079,0.0569848759386971,0.133904214834719,0.118357259105987,0.312574519461184,0.113654827482088,0.266980503031659,0.380542127978273,0.35186553738274
75.5,0.159727256764742,0.345280262747214,0.264137566485185,0.371646690776556,0.333739631459647,0.0394608592465733,0.149207487038228,0.231353302371353,0.0401287767160703,0.162371038795737,0.122465388419035,0.308112180764357,0.102587135481415,0.25762164742972,0.317453343534157,0.261081858381911
76,0.279505463630418,0.545600724494916,0.436750455928755,0.490393807658053,0.385736660056676,0.151656545792293,0.311531206079715,0.399261742273352,0.0965411797712334,0.204570084262129,0.186162913491205,0.399346332460706,0.109716972493476,0.43543357693551,0.437100398060952,0.37320857618757
76.5,0.525677995441022,0.852068800045081,0.685538493055934,0.770985858499544,0.497710831259019,0.242403749309234,0.404091410881645,0.717252799603447,0.145682763396586,0.27816499880864,0.290916757620646,0.62975497698994,0.0581879162880281,0.729733536322593,0.675460870459224,0.599805512726257
77,0.774726661163745,1.15285082185415,0.936579190299124,1.05646425790746,0.629844408437234,0.306588136634562,0.524008560564879,1.01586257749175,0.175565409769492,0.361182902049049,0.394413239606783,0.855018799269565,0.0638487249593769,1.06977127941439,1.02240667014415,0.908425527915264
77.5,0.89090272790116,1.31879388007664,1.16199942732279,1.32389408498765,0.784581663533891,0.36805206242381,0.562251952192897,1.17603133802536,0.173604101200317,0.437337194517564,0.496802509984525,1.01379765961693,0.110045605853272,1.32528412228539,1.25688174602081,1.13602659751297
78,1.00012821736699,1.44037113988708,1.30925192627732,1.46740933029955,0.860472046340197,0.414705393557768,0.566185090267354,1.28389916661372,0.173338369244092,0.50269003679817,0.550558029606445,1.11870199370172,0.141563464477716,1.51401479830566,1.3969526588286,1.23715692668718
78.5,0.896039651698082,1.315473647433,1.19935795724471,1.33735937938487,0.855376603758864,0.420407268301816,0.498530685744591,1.18932605635713,0.195879039547186,0.489558320485153,0.527215253981132,1.06260818907314,0.0668705165525326,1.42801081072254,1.41396813818245,1.2554569812391
79,0.786272283559053,1.18723350951977,1.09153976160413,1.21911033653464,0.773810502047814,0.380745563393495,0.422215352186989,1.08033307843164,0.207893164891995,0.481262241448442,0.497302833676681,0.997153838472271,0.0748510257686304,1.230735528107,1.28743375178951,1.12773126302411
79.5,0.678058034562175,1.09012495955937,1.0010843276166,1.13085531674175,0.717340300263081,0.330839764647694,0.421995121909683,1.03340708039965,0.213091159587445,0.42414032368131,0.46020037531339,0.915986623085628,0.0867436946278849,1.102123905235,1.16003140594179,1.01577324798177
80,0.593758018984599,1.01972771806456,0.920952694879945,1.0392156168261,0.662858247614271,0.274438627676024,0.46142532808537,1.01557124801365,0.235710572879795,0.360836521049988,0.436586182683705,0.853542205161526,0.0965127669106283,1.01726812760311,1.07290440596986,0.929862502203854
80.5,0.588869881732103,0.938092215138581,0.826729992375132,0.934401659829881,0.599167589249053,0.267120469435262,0.484036811376526,0.948610075961899,0.186515380522993,0.343781938114359,0.428254522456553,0.79327650869077,0.068993286542476,0.963114634218534,0.970755267610085,0.805606164566522
81,0.588040553682519,0.874674880915997,0.753092906052074,0.860642952936932,0.567515081742596,0.21074081200471,0.46463537129899,0.904235797576563,0.175918243254912,0.330868143717637,0.432528823836143,0.765463615453267,0.0394782911908357,0.896141838354923,0.829920259002975,0.695573594095325
81.5,0.604219242418328,0.94570942559212,0.773974260101052,0.873352906606175,0.500455627249582,0.205103840778885,0.475324850098357,0.93403435220458,0.13841890370474,0.401610951856746,0.450582710833614,0.793343827138868,0.0341225376008719,0.849658835424066,0.8440699777923,0.651450870764155
82,0.6783523014926,1.10348472368562,0.871155762062897,0.989838422330647,0.61964569057989,0.218805805612299,0.488188990904612,1.00310902833063,0.104770335221627,0.483601652311494,0.495515290720886,0.87715872785313,0.0227199779550476,0.923031111712474,1.00476735171072,0.820141680517372
82.5,0.823280551859086,1.31617896703952,1.05946508821694,1.24006491823008,0.814066198128506,0.247929741025827,0.573044115379742,1.20040481835614,0.138010948690147,0.520040531439708,0.580788124256129,1.11208175017234,0.0178787003971618,1.15259968239882,1.21100677589867,1.05700526809381
83,0.96387815908103,1.5059513692213,1.2104193030491,1.43594014578656,0.899068290789852,0.371049582404675,0.694270645106919,1.38323134557167,0.154573384045797,0.554934816994773,0.630334191552809,1.28899952292754,0.0277011832641642,1.40027657574073,1.45121878109284,1.25770330328077
83.5,0.898413250397067,1.41784878460688,1.21925205601545,1.48326215932319,0.959177065938964,0.441635648216353,0.702713791651627,1.38212895096315,0.185502698811674,0.516938156976768,0.631435573754632,1.26497320705855,0.0216786640571613,1.43961782103088,1.49272251812434,1.33289611318193
84,0.823386001107171,1.31069331015041,1.18803173916997,1.43965365026988,0.857478717386019,0.434011406638629,0.677910353712475,1.30585337952048,0.17843900008901,0.492237939590081,0.612826349215711,1.21232160846726,0.0455315737643456,1.34890216969118,1.36807964473663,1.21895749692546
84.5,0.707182277489593,1.14585379319666,1.03233792780876,1.20329152840028,0.706440981427755,0.402227257544971,0.587320274909312,1.05927329535288,0.129353863976589,0.442983259396188,0.557039719009316,1.01308937926875,0.010798624437371,1.19220326812406,1.20373788007632,1.06301092128862
85,0.59656523776263,0.98141594903198,0.876998209596245,0.990751352471786,0.610696882789127,0.289560377754233,0.495212424716893,0.860096367464346,0.102296481973201,0.366314835157811,0.495627677522154,0.843509232046654,0.0410522132759589,1.03326690433493,1.00973756742346,0.877071472233787
85.5,0.556335494248613,0.849254508039416,0.723114916833797,0.826004386735757,0.524388589683921,0.230847100645528,0.410003277959656,0.788245668425169,0.0885543879134753,0.303782126666807,0.422051244925164,0.73761611565505,0.0535808011845682,0.898877315847079,0.878327988249226,0.744608186476699
86,0.522586963089015,0.733571401172868,0.605620037593665,0.698843437528952,0.476811142603602,0.217118619798307,0.30329232444452,0.730008547205775,0.0885622627329079,0.255507258699784,0.359522500189763,0.63087005812374,0.0667388909355962,0.804287960770961,0.788969101812734,0.698420182689462
86.5,0.468417919476231,0.686933493682975,0.590610962333977,0.631165625384202,0.424210750435027,0.198775585963338,0.283274530444558,0.700635897714894,0.0704143629089545,0.223179578535084,0.301509697461814,0.6093923608638,0.0554699500630351,0.790646497972578,0.740890687549862,0.674030056450568
87,0.415956838481422,0.652393519070386,0.606407520946689,0.619727551099232,0.431193398589648,0.209987034725089,0.297627405207846,0.692741046380857,0.0666603384157393,0.224339231500606,0.27345400946624,0.602143359457133,0.0484938452583493,0.796811346358864,0.727020984226192,0.656485691871524
87.5,0.442160274200323,0.737485742178854,0.718534650592743,0.741170829764481,0.507315853716185,0.23318620262432,0.330347403399728,0.726022068395257,0.118757885805475,0.256820229672678,0.294501830502482,0.62234144132657,0.0684079698076706,0.835467242933189,0.768005117647961,0.67007368902605
88,0.491636201823303,0.837599546969392,0.822237621272422,0.874208949852461,0.582722147714219,0.262663396368866,0.365520170546833,0.764156265465631,0.165327262077852,0.292887808468815,0.330287148042976,0.662629699274886,0.0888737892599458,0.896520161237939,0.864265786675985,0.70497081124417
88.5,0.566759418095942,0.979127303723748,0.899380498375296,1.00836887299112,0.640612078007699,0.291291607865897,0.448665261280099,0.860586558655432,0.171607425961314,0.362572993831386,0.382935937652715,0.787512305260883,0.063385424401121,1.00374789425617,0.995611549273218,0.75492517737541
89,0.649060829357822,1.11427646628855,0.970968355968765,1.11718367448411,0.74037630772453,0.261665333965578,0.547875098256478,0.966225426766274,0.194703108667235,0.4145618836016,0.417888567471171,0.911097934454846,0.0436206952087792,1.13475625627807,1.15039600963158,0.874626566631108
89.5,0.730706451888546,1.20131996325406,1.01891361889223,1.18556367586419,0.813770290946142,0.306750211869098,0.546810364075676,1.06020066811814,0.194336428213193,0.430245777137282,0.42340229964334,0.985984028200502,0.0563718782335666,1.23128839677704,1.26597157653246,0.970597686018422
90,0.830178223299906,1.28315355803489,1.05575571756472,1.22059054188188,0.841596280563227,0.427266405044864,0.471007186364707,1.14798931793266,0.199466629597788,0.430629184061364,0.423034250656956,1.04160567221106,0.0803066214985434,1.29773658187041,1.33900037297132,1.06918206014505
90.5,0.824324950078819,1.24510362928231,1.04957523365686,1.1951048353239,0.830328194190509,0.482362742170834,0.46776360169583,1.16096402875501,0.180745731925976,0.38868526351958,0.422548055555152,1.00713059415305,0.112876404350527,1.28501951389082,1.32433839907173,1.09634385436707
91,0.816443802992134,1.20157478038405,1.0253806554018,1.15132154992604,0.74000374775165,0.424913829995689,0.521211860204811,1.15219530513615,0.164004531380725,0.377214592714057,0.415210865869836,0.968797267719053,0.145161195487859,1.23733884328349,1.24519749040624,1.03412558314856
91.5,0.716591768093117,1.0596534742546,0.942004370334728,1.05112903820097,0.656772718662311,0.340301195282328,0.481132483211412,1.07533236227569,0.174889929091479,0.35514766422268,0.379804306115092,0.851333883324755,0.126933507971204,1.12447733947428,1.09967236945548,0.939953012906821
92,0.610655380592525,0.9104609780985,0.85615475037695,0.962798700722904,0.57387042827878,0.258611295966299,0.412513664504947,0.983215907308873,0.175856727489743,0.334595884890887,0.365335965939666,0.743466100183693,0.118796110694823,0.968984221072776,0.890358066833635,0.761632282076624
92.5,0.524781321579539,0.768468876505168,0.749666022904918,0.879165432786207,0.508711567492293,0.203974670626378,0.367615617342456,0.867087447960698,0.143095303513355,0.330653751067206,0.377312123873268,0.696222901806629,0.10431787535051,0.85203993846656,0.754256675437564,0.641889818936148
93,0.440061053529808,0.63803623345613,0.658056699980269,0.816836917343407,0.473102006591261,0.204369539752582,0.332333177822591,0.745656153384222,0.101957463992283,0.329173142925324,0.372374666963535,0.64612422885103,0.0905030982457073,0.762169625056859,0.679877932978119,0.575808950502211
93.5,0.423625443331821,0.62821195370363,0.615521200918003,0.804889457141004,0.469287490398071,0.210048878722395,0.340291010263935,0.686159938023229,0.0623280038806012,0.314353476634206,0.344285745186206,0.639436764678372,0.0447647274506017,0.695273339254239,0.633562674467572,0.553118805936606
94,0.411100982675235,0.623568567460178,0.576044149889334,0.768239371893538,0.44410799116695,0.198218591614913,0.361705354565169,0.63426404360489,0.053900870835476,0.290031999743952,0.313773743370825,0.62632806591928,0.00521130787778557,0.648729831702385,0.614636523776563,0.587453128118926
94.5,0.347886285078938,0.586443142565516,0.53482525904813,0.681315555082276,0.382793965416308,0.198627264535773,0.334238532908361,0.555188826204968,0.0550633359122426,0.248705868335287,0.276436424339435,0.551213315887714,0.0253756596664981,0.579411328941391,0.570451358984517,0.571433367536203
95,0.284201371555947,0.533703926584534,0.47969812974609,0.584201160541166,0.337894400876748,0.159023006129488,0.28361501043911,0.475019431961862,0.0548813913452994,0.18966430695095,0.210419740023424,0.462588596089345,0.0519438904901661,0.494374694932139,0.507802264140641,0.493625819322364
95.5,0.160757901750783,0.328133437006033,0.378078506953107,0.475119336612577,0.277772910002755,0.0996944772875201,0.179285372456122,0.328386704939826,0.0414483283733964,0.0857956110816929,0.0982592703537204,0.294498002648151,0.0493877089674719,0.32644814184499,0.35717032216245,0.375787288906854
96,0.0341752383357049,0.131709962985635,0.254969229936473,0.3059586754536,0.133695562277611,0.0734725045867807,0.0594464492146483,0.15872507741114,0.0303200221620038,0.00739865456922339,0.00599863920117803,0.119194114740859,0.0447449886859757,0.100684487293176,0.11847075447737,0.178600204885357
96.5,0.0904509905065446,0.130013704344617,0.108724616343872,0.0411361256155904,0.0520729648764345,0.0601883070429493,0.0939167387975745,0.0678499902359726,0.0162568758494393,0.0753070346616916,0.0707796354622087,0.0873778228338947,0.0157928924960727,0.104329247924133,0.116561779030752,0.0506307075634728
97,0.202361272332306,0.310650586452888,0.218641719805499,0.246113841539954,0.198102470122953,0.0937121364136097,0.181162668773934,0.271797131494415,0.0384009858498941,0.115408293486429,0.0990415282494981,0.239449226313291,0.0206926372413226,0.233472010410721,0.277642553762866,0.200610522176516
97.5,0.18745619241996,0.309649968668622,0.250329831480024,0.306685402642085,0.248180574642235,0.114436582509497,0.212373168848917,0.256905646319101,0.0175667645849991,0.0841982762092232,0.0728889980431023,0.267043956627267,0.0478077510582173,0.224609413490497,0.27133825125688,0.23202864237368
98,0.220543563189842,0.343905639525038,0.282635809781218,0.344247921691412,0.262329532625173,0.0889365940786627,0.185333764219935,0.243060746483594,0.0511696056394196,0.0655683921671798,0.0998153804492795,0.279393034876866,0.0799998501145093,0.317163306961635,0.27482046528115,0.186806060906129
98.5,0.316462913306899,0.522086122351172,0.470683225702426,0.559772291346709,0.368243701175135,0.133088343486838,0.317427438482485,0.375945834423786,0.0846202796733982,0.140150851669722,0.224021730290074,0.414838400217544,0.026675321571148,0.537603527751591,0.50817080023301,0.236913943444734
99,0.533082134579784,0.86718902106199,0.734465642001965,0.850795352997637,0.584009882223685,0.213127305399578,0.473898910549741,0.686122426340065,0.125938621672648,0.231287658481138,0.338447928013625,0.743646784685407,0.0689063036134832,0.860433321291888,0.844636415039207,0.512050135857137
99.5,0.627891684490071,1.05859182775733,0.916880798946329,1.07355229608282,0.767274631431233,0.229773277600861,0.569044687567645,0.928733065702148,0.115673765864496,0.343957790859456,0.422845336496434,0.987716548616753,0.101849689769777,1.11148086718921,1.11768506040265,0.789080646453267
100,0.738095070452151,1.23798298453441,1.09706856355568,1.25591541746259,0.820447912757355,0.261439018409573,0.638609436047806,1.12186446805109,0.111598087078561,0.449512012761809,0.483689844721685,1.20150370784539,0.159173765641121,1.26882396839962,1.28289512295456,0.984919372071242
