FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv
204,202089941031,746.9219,746,1011,-66.16,696,0.7,150,01_raw_frames\frame_0204.csv,02_lde_aligned\frame_0204_aligned.csv
205,208479718641,749.8281,749,985,-66.11,699,0.7,150,01_raw_frames\frame_0205.csv,02_lde_aligned\frame_0205_aligned.csv
206,214869495725,752.6562,752,953,-66.44,702,0.7,150,01_raw_frames\frame_0206.csv,02_lde_aligned\frame_0206_aligned.csv
207,221259273304,746.9375,746,1013,-66.26,696,0.7,150,01_raw_frames\frame_0207.csv,02_lde_aligned\frame_0207_aligned.csv
208,227649050864,749.7031,749,1100,-66.41,699,0.7,150,01_raw_frames\frame_0208.csv,02_lde_aligned\frame_0208_aligned.csv
209,234038828442,752.4687,752,926,-66,702,0.7,150,01_raw_frames\frame_0209.csv,02_lde_aligned\frame_0209_aligned.csv
210,240428606008,747.3281,747,938,-66.38,697,0.7,150,01_raw_frames\frame_0210.csv,02_lde_aligned\frame_0210_aligned.csv
211,246818383548,749.5,749,939,-66.23,699,0.7,150,01_raw_frames\frame_0211.csv,02_lde_aligned\frame_0211_aligned.csv
212,253208161092,751.1406,751,1069,-66.41,701,0.7,150,01_raw_frames\frame_0212.csv,02_lde_aligned\frame_0212_aligned.csv
213,259597938633,753.7187,753,957,-66.32,703,0.7,150,01_raw_frames\frame_0213.csv,02_lde_aligned\frame_0213_aligned.csv
214,265987715637,747.2812,747,1013,-66.44,697,0.7,150,01_raw_frames\frame_0214.csv,02_lde_aligned\frame_0214_aligned.csv
215,272377493156,748.6406,748,1133,-66.64,698,0.7,150,01_raw_frames\frame_0215.csv,02_lde_aligned\frame_0215_aligned.csv
216,278767270681,750.2187,750,964,-66.7,700,0.7,150,01_raw_frames\frame_0216.csv,02_lde_aligned\frame_0216_aligned.csv
217,285157048183,751.5625,751,957,-66.4,701,0.7,150,01_raw_frames\frame_0217.csv,02_lde_aligned\frame_0217_aligned.csv
218,291546825674,753.8594,753,942,-66.31,703,0.7,150,01_raw_frames\frame_0218.csv,02_lde_aligned\frame_0218_aligned.csv
219,297936603142,745.9375,745,978,-66.86,695,0.7,150,01_raw_frames\frame_0219.csv,02_lde_aligned\frame_0219_aligned.csv
220,304326380618,747.7344,747,1055,-66.62,697,0.7,150,01_raw_frames\frame_0220.csv,02_lde_aligned\frame_0220_aligned.csv
221,310716158083,749,749,1040,-66.51,699,0.7,150,01_raw_frames\frame_0221.csv,02_lde_aligned\frame_0221_aligned.csv
222,317105935538,748.7344,748,1024,-66.83,698,0.7,150,01_raw_frames\frame_0222.csv,02_lde_aligned\frame_0222_aligned.csv
223,323495712998,749.9219,749,1061,-66.59,699,0.7,150,01_raw_frames\frame_0223.csv,02_lde_aligned\frame_0223_aligned.csv
224,329885490432,750.7031,750,954,-66.49,700,0.7,150,01_raw_frames\frame_0224.csv,02_lde_aligned\frame_0224_aligned.csv
225,336275267359,750.1875,750,924,-66.3,700,0.7,150,01_raw_frames\frame_0225.csv,02_lde_aligned\frame_0225_aligned.csv
226,342665044763,750.375,750,1074,-66.31,700,0.7,150,01_raw_frames\frame_0226.csv,02_lde_aligned\frame_0226_aligned.csv
227,349054822196,750.8906,750,937,-66.36,700,0.7,150,01_raw_frames\frame_0227.csv,02_lde_aligned\frame_0227_aligned.csv
228,355444599601,751.2031,751,990,-66.14,701,0.7,150,01_raw_frames\frame_0228.csv,02_lde_aligned\frame_0228_aligned.csv
229,361834376986,751.1094,751,1033,-66.27,701,0.7,150,01_raw_frames\frame_0229.csv,02_lde_aligned\frame_0229_aligned.csv
230,368224154403,750.8594,750,910,-65.98,700,0.7,150,01_raw_frames\frame_0230.csv,02_lde_aligned\frame_0230_aligned.csv
231,374613931747,750.375,750,1074,-66.5,700,0.7,150,01_raw_frames\frame_0231.csv,02_lde_aligned\frame_0231_aligned.csv
232,381003709125,749.9062,749,999,-66.37,699,0.7,150,01_raw_frames\frame_0232.csv,02_lde_aligned\frame_0232_aligned.csv
233,387393486497,748.2031,748,917,-66.15,698,0.7,150,01_raw_frames\frame_0233.csv,02_lde_aligned\frame_0233_aligned.csv
234,393783263839,747.6875,747,979,-66.8,697,0.7,150,01_raw_frames\frame_0234.csv,02_lde_aligned\frame_0234_aligned.csv
235,400173041203,746.625,746,962,-66.32,696,0.7,150,01_raw_frames\frame_0235.csv,02_lde_aligned\frame_0235_aligned.csv
236,406562818551,745.6719,745,959,-65.96,695,0.7,150,01_raw_frames\frame_0236.csv,02_lde_aligned\frame_0236_aligned.csv
237,412952595865,752.4687,752,973,-66.77,702,0.7,150,01_raw_frames\frame_0237.csv,02_lde_aligned\frame_0237_aligned.csv
238,419342373190,750.9219,750,980,-66.52,700,0.7,150,01_raw_frames\frame_0238.csv,02_lde_aligned\frame_0238_aligned.csv
239,425732150542,750.9062,750,911,-66.16,700,0.7,150,01_raw_frames\frame_0239.csv,02_lde_aligned\frame_0239_aligned.csv
240,432121927307,748.125,748,936,-66.28,698,0.7,150,01_raw_frames\frame_0240.csv,02_lde_aligned\frame_0240_aligned.csv
241,438511704618,747.2187,747,956,-66.17,697,0.7,150,01_raw_frames\frame_0241.csv,02_lde_aligned\frame_0241_aligned.csv
242,444901481893,753.2812,753,1111,-66.37,703,0.7,150,01_raw_frames\frame_0242.csv,02_lde_aligned\frame_0242_aligned.csv
243,451291259173,751.0312,751,1062,-66.72,701,0.7,150,01_raw_frames\frame_0243.csv,02_lde_aligned\frame_0243_aligned.csv
244,457681036469,748.6562,748,981,-66.32,698,0.7,150,01_raw_frames\frame_0244.csv,02_lde_aligned\frame_0244_aligned.csv
245,464070813731,746.4844,746,940,-66.13,696,0.7,150,01_raw_frames\frame_0245.csv,02_lde_aligned\frame_0245_aligned.csv
246,470460590978,752.2187,752,968,-66.23,702,0.7,150,01_raw_frames\frame_0246.csv,02_lde_aligned\frame_0246_aligned.csv
247,476850368219,749.375,749,1000,-66.46,699,0.7,150,01_raw_frames\frame_0247.csv,02_lde_aligned\frame_0247_aligned.csv
248,483240145451,746.875,746,1006,-66.67,696,0.7,150,01_raw_frames\frame_0248.csv,02_lde_aligned\frame_0248_aligned.csv
249,489629922700,752.7344,752,942,-65.51,702,0.7,150,01_raw_frames\frame_0249.csv,02_lde_aligned\frame_0249_aligned.csv
250,496019699904,749.5625,749,969,-66.24,699,0.7,150,01_raw_frames\frame_0250.csv,02_lde_aligned\frame_0250_aligned.csv
251,502409477105,745.9687,745,1075,-66.65,695,0.7,150,01_raw_frames\frame_0251.csv,02_lde_aligned\frame_0251_aligned.csv
252,508799254317,751.0312,751,927,-66.55,701,0.7,150,01_raw_frames\frame_0252.csv,02_lde_aligned\frame_0252_aligned.csv
253,515189031482,747.4844,747,993,-66.62,697,0.7,150,01_raw_frames\frame_0253.csv,02_lde_aligned\frame_0253_aligned.csv
254,521578808692,752.0156,752,946,-66.49,702,0.7,150,01_raw_frames\frame_0254.csv,02_lde_aligned\frame_0254_aligned.csv
255,527968585842,748.0937,748,934,-66.06,698,0.7,150,01_raw_frames\frame_0255.csv,02_lde_aligned\frame_0255_aligned.csv
256,534358362989,752.0156,752,946,-66.17,702,0.7,150,01_raw_frames\frame_0256.csv,02_lde_aligned\frame_0256_aligned.csv
257,540748140138,747.9687,747,938,-66.17,697,0.7,150,01_raw_frames\frame_0257.csv,02_lde_aligned\frame_0257_aligned.csv
258,547137917256,752.0781,752,1033,-66.57,702,0.7,150,01_raw_frames\frame_0258.csv,02_lde_aligned\frame_0258_aligned.csv
259,553527694381,747.5312,747,976,-66.61,697,0.7,150,01_raw_frames\frame_0259.csv,02_lde_aligned\frame_0259_aligned.csv
260,559917471509,751.0312,751,932,-66.51,701,0.7,150,01_raw_frames\frame_0260.csv,02_lde_aligned\frame_0260_aligned.csv
261,566307248606,745.1719,745,958,-66.4,695,0.7,150,01_raw_frames\frame_0261.csv,02_lde_aligned\frame_0261_aligned.csv
262,572697025699,749.1094,749,918,-66.03,699,0.7,150,01_raw_frames\frame_0262.csv,02_lde_aligned\frame_0262_aligned.csv
263,579086802772,752,752,935,-66.19,702,0.7,150,01_raw_frames\frame_0263.csv,02_lde_aligned\frame_0263_aligned.csv
264,585476579855,746.1875,746,938,-66.62,696,0.7,150,01_raw_frames\frame_0264.csv,02_lde_aligned\frame_0264_aligned.csv
265,591866356926,749.8125,749,947,-66.98,699,0.7,150,01_raw_frames\frame_0265.csv,02_lde_aligned\frame_0265_aligned.csv
266,598256133955,751.2656,751,1092,-67.24,701,0.7,150,01_raw_frames\frame_0266.csv,02_lde_aligned\frame_0266_aligned.csv
267,604645911009,746,746,1030,-67.45,696,0.7,150,01_raw_frames\frame_0267.csv,02_lde_aligned\frame_0267_aligned.csv
268,611035688011,747.5156,747,959,-66.98,697,0.7,150,01_raw_frames\frame_0268.csv,02_lde_aligned\frame_0268_aligned.csv
269,617425465036,749.7969,749,1039,-67.7,699,0.7,150,01_raw_frames\frame_0269.csv,02_lde_aligned\frame_0269_aligned.csv
270,623815242055,750.8281,750,974,-67.06,700,0.7,150,01_raw_frames\frame_0270.csv,02_lde_aligned\frame_0270_aligned.csv
271,630205019566,753.5625,753,1034,-67.21,703,0.7,150,01_raw_frames\frame_0271.csv,02_lde_aligned\frame_0271_aligned.csv
272,636594796548,745.6875,745,1055,-68.22,695,0.7,150,01_raw_frames\frame_0272.csv,02_lde_aligned\frame_0272_aligned.csv
273,642984573536,747.5312,747,979,-68.84,697,0.7,150,01_raw_frames\frame_0273.csv,02_lde_aligned\frame_0273_aligned.csv
274,649374350493,749.0625,749,1011,-67.57,699,0.7,150,01_raw_frames\frame_0274.csv,02_lde_aligned\frame_0274_aligned.csv
275,655764127442,749.2812,749,912,-67.95,699,0.7,150,01_raw_frames\frame_0275.csv,02_lde_aligned\frame_0275_aligned.csv
276,662153904406,750.7031,750,946,-67.49,700,0.7,150,01_raw_frames\frame_0276.csv,02_lde_aligned\frame_0276_aligned.csv
277,668543681322,750.7969,750,982,-68.35,700,0.7,150,01_raw_frames\frame_0277.csv,02_lde_aligned\frame_0277_aligned.csv
278,674933458264,751.7812,751,1057,-69.02,701,0.7,150,01_raw_frames\frame_0278.csv,02_lde_aligned\frame_0278_aligned.csv
279,681323235199,752.3906,752,1085,-69,702,0.7,150,01_raw_frames\frame_0279.csv,02_lde_aligned\frame_0279_aligned.csv
280,687713012629,752.5312,752,901,-66.83,702,0.7,150,01_raw_frames\frame_0280.csv,02_lde_aligned\frame_0280_aligned.csv
281,694102789579,753.75,753,869,-66.4,703,0.7,150,01_raw_frames\frame_0281.csv,02_lde_aligned\frame_0281_aligned.csv
282,700492566476,753.6562,753,899,-67.26,703,0.7,150,01_raw_frames\frame_0282.csv,02_lde_aligned\frame_0282_aligned.csv
283,706882343359,753.4844,753,992,-68.11,703,0.7,150,01_raw_frames\frame_0283.csv,02_lde_aligned\frame_0283_aligned.csv
284,713272120293,745.8281,745,988,-68,695,0.7,150,01_raw_frames\frame_0284.csv,02_lde_aligned\frame_0284_aligned.csv
285,719661897174,746.4531,746,948,-67.67,696,0.7,150,01_raw_frames\frame_0285.csv,02_lde_aligned\frame_0285_aligned.csv
286,726051674060,745.6875,745,935,-68.12,695,0.7,150,01_raw_frames\frame_0286.csv,02_lde_aligned\frame_0286_aligned.csv
287,732441451492,753.7812,753,977,-67.18,703,0.7,150,01_raw_frames\frame_0287.csv,02_lde_aligned\frame_0287_aligned.csv
288,738831228352,752.7812,752,958,-68.82,702,0.7,150,01_raw_frames\frame_0288.csv,02_lde_aligned\frame_0288_aligned.csv
289,745221005255,744.9687,744,1005,-67.74,694,0.7,150,01_raw_frames\frame_0289.csv,02_lde_aligned\frame_0289_aligned.csv
290,751610782137,752.7969,752,972,-69.1,702,0.7,150,01_raw_frames\frame_0290.csv,02_lde_aligned\frame_0290_aligned.csv
291,758000559046,753.3437,753,931,-67.93,703,0.7,150,01_raw_frames\frame_0291.csv,02_lde_aligned\frame_0291_aligned.csv
292,764390335970,753.5,753,913,-67.3,703,0.7,150,01_raw_frames\frame_0292.csv,02_lde_aligned\frame_0292_aligned.csv
293,770780113372,746.0781,746,1069,-68.7,696,0.7,150,01_raw_frames\frame_0293.csv,02_lde_aligned\frame_0293_aligned.csv
294,777169890285,746.0781,746,937,-68.2,696,0.7,150,01_raw_frames\frame_0294.csv,02_lde_aligned\frame_0294_aligned.csv
295,783559667208,746.5,746,923,-68.14,696,0.7,150,01_raw_frames\frame_0295.csv,02_lde_aligned\frame_0295_aligned.csv
296,789949444127,746.875,746,933,-68.71,696,0.7,150,01_raw_frames\frame_0296.csv,02_lde_aligned\frame_0296_aligned.csv
297,796339221021,747.2344,747,1099,-68.91,697,0.7,150,01_raw_frames\frame_0297.csv,02_lde_aligned\frame_0297_aligned.csv
