taps_from_fp,mti_mean_abs_frame_difference,background_mti_mean,threshold,detected_peak
94.5,0.123354036224492,0.11493442517708,0.890640633132122,0
95,0.133926997857142,0.121869196739581,0.890640633132122,0
95.5,0.150652310806122,0.128904976937501,0.890640633132122,0
96,0.15714284572449,0.0977837948541688,0.890640633132122,0
96.5,0.164661749479584,0.125076460281253,0.890640633132122,0
97,0.150208568112249,0.100257230718749,0.890640633132122,0
97.5,0.148063323969393,0.104771709572916,0.890640633132122,0
98,0.136739825948982,0.115799035427084,0.890640633132122,0
98.5,0.126534293000005,0.0872383350714296,0.890640633132122,0
99,NaN,NaN,0.890640633132122,0
99.5,NaN,NaN,0.890640633132122,0
100,NaN,NaN,0.890640633132122,0
